Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Label
left,87.35787539876382,176.36464635507625,175.71096132362692,179.60958861231475,87.64315468542382,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.04847026761388,176.99913543088905,174.19670117273427,172.14158427285074,88.51923016578218,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.92661610092439,171.00827844310248,178.30772924374733,177.17823443226757,86.66528351948763,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.3338594401667,176.44256030344792,175.40675385736054,171.2686015374422,88.11355788314363,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.96284517590513,179.44615890496777,179.7507234243506,178.42898184606304,90.88158401725157,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.96128476555758,178.65707004352163,178.69274351760964,172.0859463262712,94.69128018925183,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.54779694874458,175.77998905627933,179.40262929286524,178.23144576265943,88.96302104833764,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.35847081447825,177.2383057628103,178.8398070504336,174.41282124399595,86.35999139018998,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.85035707501399,177.41509154060634,170.59230897019327,173.6282066586237,91.67016552368926,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.21706363017195,170.8582203025761,173.85782461415045,171.56852018713937,94.74872681997537,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.12650888084124,174.8614416363099,174.39768641088205,175.4539217474714,87.28899322447856,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.73530349367873,172.54535267039063,171.10303622457704,170.00276571745636,91.48324800452453,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.38967987622244,173.88281442200412,174.62670239295858,172.31362969864,87.63561531634534,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.00037688441392,172.5680295869045,176.57598690484272,173.0470287368635,87.61770171125256,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.4066835264074,170.34495797178212,176.0031012100059,172.64801268137688,91.5654618489193,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.77798376444295,175.6998897951865,171.96172900747771,175.96465189022575,91.31261487781117,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.95719319636993,171.15527205256922,177.8330173338743,172.66035310998026,93.6282626996446,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.5511215931777,176.6112291059791,174.4595519957516,176.74674825079904,89.14828065951745,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.99996395850613,178.02788327649355,175.12153629691682,179.3231235882681,92.87935269854974,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.73628120265526,174.64256413490122,177.12832627009757,171.30603042833894,94.1989184422547,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.11011886892254,177.14305126364152,172.08235599392563,177.1619587431494,89.84612069868864,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.37009479027391,172.47437309366126,173.46707096516076,172.48426839213462,85.04492501421167,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.91920653442145,174.22684778757744,179.2690607460437,174.97193179136687,90.66347718524734,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.74189755523243,179.89088580705405,177.08563274455324,171.44500294473315,87.60604466353492,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.50930516898771,175.24898699530848,172.45878391688382,176.1597452614122,90.5144247153141,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.34881247575295,172.49812836461447,171.79029706930342,176.83475840325056,89.8989079289172,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.24631842909336,178.09001328518514,175.5794732511025,175.08576823355287,87.2944253095852,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.16537868320002,173.04607808142183,177.69110860059325,175.54955012801403,92.08916533210726,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.26651732277635,173.3006863780494,170.5030930706707,171.9616718341444,93.76502809255209,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.3700117631528,172.3460304875719,174.42841864580066,177.22286340339315,92.89956192258298,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.79012895940957,177.95481320234035,178.2482325142375,171.8275980766421,92.55243760308713,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.07484132983025,172.17713759342357,173.78885010330566,174.2459599337882,90.43599610754362,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.11177551878029,177.150385444051,177.9798493627157,173.7665364999846,89.25525817062835,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.19814915689365,173.5380121162398,176.5709736905376,172.72391116998085,87.32754419443903,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.90366557388181,176.45333231832393,171.7190340472227,175.20922116986208,88.42925382792039,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.50791504762408,170.6184107826811,177.31218975197683,175.8972807667456,90.60126402805504,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.03191318678577,174.25898452081393,176.2330753416418,178.24946715842313,90.8572987429758,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.40929960307201,177.60313174747623,171.99542015198054,178.70789701812052,90.87510586831554,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.48524419561349,179.82820195861106,170.2750400525806,175.26975990291717,93.67387876979583,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.73022966973922,170.83931606917045,174.39396362872287,174.31907291074077,87.99183064404485,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.48842633989855,175.15146095840038,172.6937126604062,179.22941994840193,88.963377367533,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.42108370346271,174.83040587209823,174.54399234480803,173.95473547327296,90.37274745065945,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.83473919477528,178.5387246993066,171.3742073466818,176.49809854804204,87.40254178260615,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.7790015646452,177.07018853518306,173.72817650992673,172.7260717057265,90.52882483852204,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.92488488771816,179.72759122368325,179.87804464225485,174.27724233527263,90.51103027356771,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.15249711334383,175.7335834234327,178.91704018178118,174.7345704033126,86.23589603637787,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.1161809192333,173.55131490932308,173.828772831108,175.45182151457723,86.48672805286994,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.68579909646901,179.00665559247932,177.78448785321783,176.00640558893372,91.63046578549249,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.65193929226092,172.64543031359247,178.3959311822737,178.9530521080613,87.8564177406339,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.48736060807379,171.30077448866615,171.26138590678013,176.18889574448218,93.03720837916374,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.23649574023774,171.7971883853591,172.4543821219986,173.90609575555024,85.5474557260085,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.69648352138441,175.15536759540768,177.56210425349985,172.09593340886127,91.82826855321305,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.4638800542303,172.33019855107082,179.92975983823092,179.09671346259702,87.34197521300317,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.5472597158993,179.38666509511896,176.0431991899136,174.18474414056067,87.4846404462478,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.68490284530444,176.8738828965267,178.0327952757005,179.16923601617967,86.29648936779395,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.05734156492322,172.90498525583595,174.85881247234389,172.37052212547906,90.5173301675535,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.5419193377364,171.5585599156599,179.2542180456861,173.55613366503084,88.09116769925326,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.82552856236313,178.59223704093296,176.14586376118027,172.53214158992793,90.64228312052512,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.14132013984569,173.96439651524486,171.5341959058179,173.00326091997755,94.79016732306489,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.41285065164627,173.225232942125,178.0705738154606,174.23943361969197,91.12541266108433,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.45087348902202,176.69006873858535,175.95641208211418,174.26778276330907,90.85369327928004,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.50992151585794,170.4052324366781,177.30296664398844,173.6615971825186,87.71787131871208,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.94080954674621,173.67544002271455,170.48594980782107,171.06355138449692,86.48793798864183,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.57235000457256,177.56427505083087,174.967860924342,172.990687279731,91.23036868095858,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.1451891804831,179.5833978697336,170.6058782767812,174.9084695825518,88.78769597549284,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.5602260806284,170.31359761338965,176.61950274732877,173.44890156880783,86.92999745850241,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.14967804974764,179.3156425152129,176.26000322392778,178.2747809692716,90.36671740919591,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.02355880591334,179.58949656718826,171.19433901757498,173.44374564167256,85.49204400382949,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.6992249786479,172.81403954296636,172.25310430962833,170.10522048542154,94.44834930688745,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.74805109744605,174.66511006607308,173.2487098639864,174.89863304159408,91.40947631988375,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.62421634576057,171.23271719238318,175.7410667123782,172.3235701912824,87.3309631888296,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.72108233777136,172.88644562647784,174.55945378127245,177.35103144471645,90.60588316369935,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.75080714205292,178.89015461556892,174.97380909121608,171.9819602363461,93.34856861273373,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.3419230232194,176.28310548610295,170.61702088587418,177.8370494337387,89.7665228858581,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.00753807512434,172.35692079754313,176.53069444006067,177.63988415520458,94.55332685911905,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.5817741069708,171.21379050031794,177.6369105194733,174.64078245142895,90.29169480776412,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.09382811802574,170.13998985151312,173.849731124901,174.56677440939558,86.84919933622822,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.26427555811091,174.34521053053447,173.16813859583627,170.69066201456562,85.24706650861424,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.51787113161576,179.85096235188644,170.98958020812762,177.32783875129303,85.18086802610738,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.95512839055549,172.94462023050684,171.3685149404309,173.61941165957174,91.72608827683098,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.04796437004715,172.98376870400193,171.52357162755823,174.8494725609578,88.05455878269721,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.09006728263078,178.08524102339916,174.96355052581586,171.78149826206493,92.08560161627868,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.9696126385662,173.6097738830681,173.0400170663692,179.89920900026775,94.79234773550584,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.83798153991475,174.45529541152382,174.31199003287185,178.96187577739695,90.73803144449992,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.48251626911313,178.85822071369776,173.54778589813546,176.68947477370227,85.48618556979883,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.99864686424246,174.25536376343834,177.5758264598818,172.82536302762398,85.03615120036409,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.09012675650706,175.71209193453652,177.57409278291257,172.13984475326694,89.38879919584647,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.6818538860295,170.1173878183929,172.05362994413298,171.05747708492387,86.82085058146322,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.57765139463952,174.88330160563083,178.23017641462044,171.496716116887,85.56528540310202,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.22057038436515,175.50949992769378,178.38615066234786,176.64760363081177,94.80535231664452,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.13476913588504,174.6175585746363,176.74307238976786,171.3992973384497,91.40451905710323,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.58176957984914,178.47364254983688,176.16387603349605,176.858631222605,85.1258800185596,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.27023329689332,173.26084777800165,177.80879043874276,179.07428691277713,91.7233447635838,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.33042519472419,178.55957026770935,171.05727887687664,176.84182477007778,90.40717792744843,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.89760414433849,179.76422589212692,179.7913913158544,177.87074905471547,85.73272478808941,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.26463190123195,177.48016062921397,173.13376119564964,170.3832839576169,94.37971025269397,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.18456562308835,178.25975722140882,176.63986873023455,178.16945121014047,87.98977520153758,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.20470779752485,179.36868928615124,179.9550049803644,170.13411472516532,85.75418891458145,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.69442401226449,178.56483956069496,176.14428090306896,176.71178058980567,86.6024480004258,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.12644803412054,177.4129105584604,179.69577892820521,175.8639116883114,94.0997021130438,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.6210271294077,173.04411191323885,178.8079608549052,177.5941802403955,87.15770284692587,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.30686388087575,171.37115043666634,179.615369280384,173.16039630095813,85.0517885933777,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.06839471695658,175.8447610287649,172.31255877003755,174.16039677863515,88.52835662487107,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.04997181563674,179.51878301870195,178.95775128319684,173.22020176617173,91.30633086290237,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.96279346061141,175.66624117091936,174.4435938040984,173.47760540550377,90.22522766097092,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.85550892965954,179.53909936913627,172.63244935873877,178.16487791277984,88.0656758481373,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.84122407948891,178.76391466738997,171.31836919428255,178.73803067130368,89.76819904031247,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.28096861512608,175.8033160865458,173.80223096090893,173.3005008658296,91.56710053688106,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.51949270188065,170.6533052127501,170.96079257722386,172.39327605686026,87.65646227456672,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.8420650029762,177.78682737475208,170.20129515823763,179.82706040788906,89.03988350727731,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.47745392467743,176.06121537691857,176.58789842520994,179.694273514179,93.30327416121067,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.10509453724855,176.40045150047644,175.15558474766763,178.630160084579,94.09597773084771,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.61129079081607,172.9099325195303,173.38733956448684,175.3524499385528,87.4874078049881,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.94839093655149,174.8202570292303,172.50891418001396,176.86283101848827,89.73649934611558,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.77043714739828,172.30815592597332,177.68358737677903,174.00688216303186,86.99510451340308,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.96437831833916,178.78795760316868,177.81003289900312,174.6417590458182,94.34444054252083,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.66319128497776,176.547862801474,172.58662220115212,173.8982562946576,91.24088178972241,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.64639119490472,171.95756633100868,178.37567564263017,171.4465253961381,85.72883204451708,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.23924678227947,179.6414225166968,170.03748200128226,172.00157511663355,93.30349375940983,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.09788539692507,179.60936067307782,176.04714132432363,172.34392164626595,93.95208228189153,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.19494856410583,170.02341021491398,178.76949912558817,177.4780273973785,89.93792830065587,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.64440970401364,175.57740642098437,179.6223699842937,173.83272134857825,86.7174271452741,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.14454358408588,171.98116240051874,178.80876841093016,172.3452444056295,94.70582793016189,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.11302004151507,170.92815877986575,173.22006449133784,178.09187006810944,85.39528207293226,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.29304562902942,176.42238996594998,173.39651759873064,179.35332983937735,86.07083641145549,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.95061188210867,178.4691660145765,171.2626763134531,173.20205807636577,90.86980699318627,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.71661241454963,174.11074960214603,171.6777977882002,170.66726189838224,85.82251707617182,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.61997341958256,173.6065882787472,178.03507735307755,179.10871244799998,86.37609207305526,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.24517084913433,174.78590643376793,172.69313542742543,173.83346872214864,87.1770528320921,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.57774060628643,173.0146513205945,178.2068501909757,178.7978433313514,92.08716785018663,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.01497992450807,179.14222544540112,176.25276405775662,176.46169608979594,90.45329328447261,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.90227638880769,172.27898139354772,175.5763355343008,179.3837576905766,91.61680138237328,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.31840613328627,174.62961331769344,174.89435421793613,171.48606293924544,94.27919423684845,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.16790909380745,174.5234729451818,178.60038010644476,171.0482539326699,85.67824567436963,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.11579147714227,175.12087901182795,174.86867462436743,171.3575325932234,93.68845648325055,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.49282377047392,173.30257037541614,172.5160353334206,178.67035774621382,91.00946855719401,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.96360524919062,171.09197150774565,177.1013710623322,175.30811395516537,87.2462097518416,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.54184248747295,172.21520842812018,171.93251737766235,175.79061454511833,93.12755418503745,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.31784439906258,177.37374239893202,171.01818847899943,170.66884802962846,92.22087171767211,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.26313775741583,172.0649285886061,170.87555318686378,176.56254992585588,86.74233045361838,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.32465221167514,172.386461240211,174.8974419742882,171.2443159405926,90.068268752125,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.76000556264556,173.49803168164317,177.46039545492144,176.9330862066526,86.48500834340454,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.92854887795399,179.03599713813404,178.4362116934178,173.1205572683848,90.99835902559028,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.05547722740401,173.06651601460254,179.15025103495208,171.0659097870227,94.37181629875279,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.79901246111405,173.33310981695826,171.41391049708065,170.29406325273868,93.76034747767305,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.18578936139427,177.8816275276486,178.93861283698894,171.82078726752474,86.45731743237292,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.8976254333501,178.69278033703662,177.30278877094875,173.07043554057523,87.44999849998285,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.05590589484913,172.6633357615391,179.42541184262797,177.82808813971968,90.15020354622771,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.25439743698938,177.3836635706086,170.37581706653415,179.86613133937095,94.39599096153506,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.9081152545341,174.29730566350335,178.81467964857245,176.98141378031366,85.12040340193042,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.11692642968316,174.85063324758408,173.2900680274334,173.54566806828808,93.44001142550185,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.2588017888109,175.73808204171317,179.12504468994644,177.01353101279105,86.1563332184904,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.066820711246,172.1348862354731,174.77464766885424,179.4863743805635,91.19028147602282,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.59720553445804,174.5491366833739,178.61773359046413,177.62645013574118,93.90983188310011,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.9091558540076,177.24924920528275,170.1724177978896,172.87006643300847,86.83282333163007,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.21838587800164,170.70784059113308,170.54405867142586,177.22154224502628,91.00596799540223,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.3051208884202,173.42887509935903,174.06018348916035,174.1618506518312,90.88658488308393,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.96587183786797,178.57461938276438,178.92758258467072,174.73530593609053,88.03141223856862,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.7242990301246,176.16949113397047,170.18768272229244,173.5341893691389,89.23551920830505,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.24733962409192,171.92163810723625,171.82707790852157,170.03016028400938,85.80089267290475,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.01876920259619,172.94310631472027,175.59605831141886,174.7299314791373,93.40272876013975,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.81690007433289,177.70257098343166,171.82669333620424,172.22734181908697,92.77809348376417,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.54719568779514,172.17387546791042,170.0994977804054,172.8490467481068,87.06968963817238,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.42694351460511,172.8432367409573,174.50490429199,172.2769739917761,89.74492760518785,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.65774254216988,174.33103059148658,171.79751516074538,178.7639999724603,93.17987528567895,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.40522343147595,176.576775433029,176.88741773601518,176.39436247802024,87.23836668067881,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.91854750282765,176.8620573035884,174.35914792472258,175.36400338093844,86.32258427813855,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.35281456049309,179.34960967756032,175.92730780626457,170.20029979370133,92.74054461788022,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.30100142090215,177.00266343462624,170.01166583127582,177.67845623918862,91.34027516985222,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.65321497070849,170.09389645882263,171.50499435779523,175.5837117316174,94.1677547124037,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.58547902519072,177.10844092819707,171.55236603877262,172.826132082179,93.94272381774812,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.2917241757877,176.71576606583287,174.458521698193,179.79913143459103,91.29830231304398,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.42476451139974,179.31158552086762,177.0612173063783,176.82960143050744,90.81310691194541,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.05451085284636,173.23634962083787,179.8715731887426,177.03740843174668,90.75912465896607,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.37229440191395,175.5252147441178,171.39793052676936,172.91262649750354,85.77623681975012,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.68264811489485,175.92305148371898,171.07430308403278,170.83595988708018,86.76810609721721,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.19510211166731,171.1860795774513,179.99006219260394,170.40477081694794,92.31175700406753,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.7262261781036,175.63847084073143,178.84105165895716,179.40032131924622,88.78909044939037,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.68654610400161,170.75551909685743,177.69608294115835,172.05017061561276,85.07688697539731,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.5743007770235,173.80845802574498,176.86678117920232,178.75095810109204,93.10199394665692,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.30797684533118,170.06871066641224,175.19525753182657,176.91360525595917,93.53251712774205,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.66440664798583,170.965357851409,178.76292879549135,175.75418090715465,93.75963683286845,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.22953480907604,176.55514401373586,178.68304356566512,171.94669848270124,86.24098244039511,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.30322306640147,173.04527302325675,176.18283722885434,173.07655187160253,86.13134927211756,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.13301816336465,178.25708296870226,176.2327729875619,172.6238512147591,92.78627120147591,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.22058793657183,175.18017864115046,177.8455312304359,173.8195598337094,91.51941871679071,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.99957402442226,176.23987011165286,175.33917681547624,175.71931868698857,86.06494901643943,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.22894755428402,170.53281516141018,178.62947605524994,173.90267072064447,93.29347204756701,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.60980297497794,170.14728886249767,172.07099908268842,177.31461920723362,94.08373615243545,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.65309833497047,174.16407465302814,177.80061313681722,173.6230710186172,89.93536053670745,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.13619143099648,179.31162639206175,176.4966590539672,178.56261745058612,94.55761752139989,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.97092636360296,172.4156681796751,174.10580404838976,175.0608392640758,91.4819203983256,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.24710453445921,172.36186867910777,175.50504055532045,173.56957540071375,94.6139958847515,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.6043803219884,177.40146623415941,177.7570688778747,177.59262389463007,90.20873146267922,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.10875251189132,173.63891083484884,178.57686076122098,173.6369277937421,90.59699307225212,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.75346734179374,178.33228857558763,174.6796345925194,174.86025080711863,89.57132967234614,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.54598213541146,170.91183208820578,175.14543136424015,170.11334129250037,88.3150421687206,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.45888473040738,175.41006658511662,179.9355242682447,174.71242551705916,92.48953330248253,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.5826359327644,177.99724402428635,170.17735481236167,174.5496492057151,94.84287656258773,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.55656253740526,171.01750624076524,177.07723954426777,179.52786881806824,94.18319742491323,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.6692626340802,178.8070216464993,171.6543690009913,171.40295582856095,87.6325664869923,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.36296184946235,170.5501934414964,171.72105191854132,170.6760947930099,94.63043888297007,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.12864218256522,178.31222985068982,175.04283033371414,176.75772064974458,93.97419660095798,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.37324522106613,174.1093387264921,170.9802226090782,176.9956291195092,91.45614849656438,90.0,90.0,90.0,90.0,90.0,No Exercise
